customer_id,name,age,gender,occupation,annual_income,marital_status,credit_score,existing_products,financial_goals
3ed85aac-7a5a-4d52-a226-f886a3a24386,Norman Waters,39,Male,Ecologist,125023.49,Divorced,722,"Savings Account, Home Loan, Fixed Deposit",Retirement
49e20881-04bc-45cb-8f37-d3b12d55aad6,Kelly Benton,31,Male,Building surveyor,62197.19,Divorced,636,"Savings Account, Credit Card, Education Loan",Education
9951a554-045e-452e-bdba-87f7d31c7c32,William Harrell,69,Male,Aeronautical engineer,198063.69,Divorced,553,"Education Loan, Home Loan, Savings Account",Education
6416699b-c0ee-4e44-9560-f1ced112dbc0,James Shaw,67,Female,Research scientist (maths),105406.14,Married,409,Home Loan,Home Ownership
4e1e6ead-bf46-4ee2-9a00-a744c1853ef5,Wanda Miller,55,Female,"Journalist, magazine",169135.72,Divorced,848,"Fixed Deposit, Credit Card, Savings Account",Education
b846222b-701c-4ce9-b6e4-7409f3c60ba2,Brenda Sanders,67,Female,"Administrator, Civil Service",86727.91,Divorced,439,"Education Loan, Home Loan, Credit Card",Education
a7a5cb65-f016-40d7-9213-c9975cd7c74a,Brad Cook,38,Male,Building surveyor,29057.89,Divorced,383,"Fixed Deposit, Education Loan",Home Ownership
3ca12371-e5fc-4d2f-8900-6df8b4930d56,Katherine Fox,36,Female,"Designer, television/film set",41538.2,Single,479,,Home Ownership
ad987044-249e-4a22-9ac5-7557e77843c9,David Nielsen,33,Male,Financial controller,35809.47,Divorced,517,"Home Loan, Fixed Deposit",Savings
fd3e6e2d-99f3-438e-bf14-b7c35c6a1434,Monica Young,62,Male,Technical sales engineer,178805.94,Single,536,"Fixed Deposit, Education Loan",Home Ownership
2f62c495-9c86-414b-986f-d5336560be1c,Michael Cochran,29,Male,Medical illustrator,140913.2,Single,793,"Savings Account, Home Loan",Retirement
7d4ed9a4-5a15-448f-8ae7-f5d580e56835,Samantha Aguilar,64,Male,Metallurgist,37140.48,Married,368,"Fixed Deposit, Home Loan",Travel
05976e8f-6b94-40b2-92d2-af67f3007b2f,Christopher Walker,29,Male,Printmaker,35659.72,Married,365,,Retirement
60008869-8779-477f-b462-b0230d6e516c,Jonathan Hall,34,Male,Mudlogger,157417.03,Married,509,Savings Account,Travel
a6bccde8-6206-4d33-ace2-44b4fca24ab1,Brandy Bender,30,Male,"Programmer, multimedia",75233.36,Divorced,585,"Education Loan, Credit Card, Savings Account",Home Ownership
9fe94c4e-351d-430b-909f-e3d74f84fcba,James Parks,27,Male,Environmental consultant,27542.8,Married,420,"Education Loan, Fixed Deposit, Savings Account",Savings
31b622ae-9614-48b6-9020-918ef6dd4cc9,Dr. Chad Taylor DDS,45,Female,"Engineer, agricultural",99835.02,Divorced,361,"Education Loan, Credit Card",Home Ownership
560717ac-0e93-4174-b1fd-fd972e276f15,Alexandra Prince,48,Female,Database administrator,85056.95,Divorced,828,,Retirement
219a088c-4b74-41d9-a609-b511b714f47d,Monica Murphy DVM,31,Male,Estate agent,118151.84,Single,310,"Credit Card, Education Loan",Travel
46bc4572-150f-4eb3-ba61-c598e721bb7b,Jason Taylor,51,Male,Control and instrumentation engineer,75076.85,Divorced,422,Credit Card,Home Ownership
fd41d2c6-eead-4e4a-83a2-202ab4a0c647,Jennifer Wells,51,Male,Youth worker,61899.85,Divorced,797,"Fixed Deposit, Education Loan, Home Loan",Home Ownership
63cff6a9-30dc-453b-beae-cd2f79a29bc0,Sharon Sosa,30,Male,Claims inspector/assessor,134732.21,Married,694,Home Loan,Retirement
331347de-75e0-4939-8a13-8d83c90523ee,Andrea Williams,39,Male,Chiropodist,165409.69,Single,420,Savings Account,Travel
de741c40-fa64-47c3-b75d-f9f91cbb8d4a,Evan Carson,22,Female,Air traffic controller,182899.37,Married,647,"Home Loan, Education Loan",Retirement
cf2ece45-a04a-4684-8798-dc363e0860dd,Thomas Landry,68,Female,Ship broker,62422.05,Married,686,Credit Card,Retirement
2c62f866-2b37-4ba8-be83-1a74e6c441d5,Joshua Mata,31,Male,"Engineer, control and instrumentation",38376.95,Divorced,838,Home Loan,Retirement
4eb67489-ebe4-4658-87f8-453a99fd7ec3,William Gill,70,Male,Cytogeneticist,55591.33,Married,561,"Fixed Deposit, Education Loan, Home Loan",Home Ownership
69d6e34c-2a36-41d4-a57d-403278302b58,Robin Brown,53,Female,Commercial/residential surveyor,190171.83,Married,805,Fixed Deposit,Travel
2a351817-a8c5-4ca3-bb11-9266da24cac0,Cassie Anderson,22,Male,"Surveyor, minerals",81296.95,Divorced,812,Credit Card,Home Ownership
1bd2082b-d258-46be-8474-601362aab1e5,Johnny Medina,30,Female,Social researcher,42896.31,Divorced,617,Savings Account,Home Ownership
ba249d83-9dc1-4aa4-9b75-c878ab8f45c2,Jose Andrews,66,Female,"Designer, furniture",91422.8,Married,767,,Travel
a90479a9-f063-484a-8c02-a19ffa0244fe,Lindsay Franco,30,Female,Youth worker,144568.64,Married,618,"Education Loan, Fixed Deposit, Home Loan",Education
5464ed15-554f-4acc-92b6-320ebec31377,Rachel Nielsen,36,Female,Equities trader,55028.82,Divorced,554,,Retirement
c0bb593f-ac2c-4d3a-b28b-9ae0e673c054,Troy Smith,49,Female,Orthoptist,69102.71,Married,801,"Home Loan, Credit Card, Fixed Deposit",Savings
eefff0a2-9546-439e-a989-29b23a46d186,Michelle Snow,48,Male,Chemical engineer,193427.18,Married,556,,Retirement
1fe24d07-0570-421c-99b4-34dcc694d726,Brandon Wright,37,Female,Environmental consultant,70403.59,Single,750,,Education
e8efaf2b-5cfc-4096-b89b-29f824c33a19,Ian Beck,29,Female,"Designer, exhibition/display",138255.83,Single,786,"Savings Account, Home Loan, Education Loan",Retirement
b056c1d3-2f3b-431f-83f0-57b303fad656,Patrick Sanchez,40,Female,"Surveyor, mining",113705.42,Divorced,647,Home Loan,Savings
b884bce0-a9a3-4722-ac2e-9b960e080e24,Ryan Adkins,50,Male,Medical illustrator,63249.1,Single,608,Education Loan,Education
b3fc0921-6bd5-4236-adfd-0888f37548c9,Kevin Parker,38,Female,Geoscientist,179446.09,Single,434,Credit Card,Home Ownership
c8c4e3e0-ad4b-4bc3-b6e6-03433c7de49e,Donna Lewis,39,Male,"Designer, interior/spatial",32623.41,Divorced,600,"Savings Account, Education Loan",Education
182cb749-69c0-4cd1-b9cc-44e31ee75321,Hayley Jones,70,Male,Academic librarian,44421.13,Married,362,"Home Loan, Credit Card",Education
37826244-169d-4a32-97ee-84ac987695e6,Alison Henry,38,Male,"Editor, magazine features",143096.06,Single,619,"Credit Card, Home Loan, Savings Account",Home Ownership
3e0d6636-f8aa-44b6-9a7f-d74603b7bd4a,Robert Moore Jr.,29,Male,"Runner, broadcasting/film/video",199117.83,Divorced,514,,Retirement
2c9abc7f-96fe-4af6-931a-3867e1f42774,Mrs. Danielle Martin MD,35,Female,Market researcher,76319.22,Married,597,"Savings Account, Credit Card, Education Loan",Retirement
d3eb5e79-5612-46ce-84b6-b748aa48ef94,Emily Owens,30,Male,Counsellor,105252.14,Married,472,"Fixed Deposit, Savings Account, Home Loan",Retirement
723f03bf-9a87-4de6-aee3-ace2e6f3bd79,Jonathan Love,48,Male,"Editor, commissioning",147759.22,Married,540,,Travel
e56f116b-680c-496e-b423-29c1cd0dbe3f,Debra Miller,64,Male,"Designer, blown glass/stained glass",158853.48,Single,543,"Home Loan, Savings Account, Credit Card",Education
07dbb6d8-3ad2-4daf-b939-924acce2a415,Nancy Rice,49,Male,Learning mentor,116095.42,Single,476,Savings Account,Savings
0cccb31e-6722-4407-a65f-da67efcfc4d8,Alison Brady,51,Female,Ecologist,26980.9,Married,359,"Home Loan, Education Loan, Fixed Deposit",Retirement
4b07e274-408d-49b9-bb0b-5e6761edf831,Brian Powell,62,Male,Land,67477.46,Married,647,Savings Account,Home Ownership
0cc0e069-e4a1-463e-9b40-f94ecbdc8aaa,Ronald Young,44,Female,"Nurse, children's",38201.28,Divorced,411,"Savings Account, Fixed Deposit, Education Loan",Travel
d972c522-f1de-49e8-b1b9-2321ec0952f9,Sandra Taylor,41,Female,Water quality scientist,100937.14,Married,426,Credit Card,Education
709614d1-b0a7-4ac7-bf3b-a591fdab8edb,Thomas Williams,48,Male,Health visitor,156659.83,Divorced,370,"Home Loan, Savings Account",Savings
9b173228-f250-4f52-8a0d-e906dd0a16ed,Kimberly Dalton,64,Female,Translator,102161.61,Married,302,,Retirement
65bcf107-7e36-436f-b9b0-bce6f3614b21,Elizabeth Green,66,Male,"Engineer, biomedical",24292.1,Married,481,"Home Loan, Credit Card",Education
a38f3bf5-a274-429e-95b1-d9afc2b13f16,William Hernandez,29,Female,International aid/development worker,44328.74,Divorced,559,Home Loan,Retirement
e44ebec4-38e6-4a1a-95c3-9d4707ae0f74,Tiffany Murray,46,Female,"Journalist, broadcasting",69372.19,Divorced,538,Credit Card,Education
0e841691-d4ee-4f4c-9372-d4fd7beea7cd,Connor Mcgee,31,Female,"Therapist, nutritional",172597.59,Divorced,538,,Retirement
0e9c2d02-0a00-47f3-a0d1-d5f69fc7c98b,Mark Ortega,48,Male,Civil Service administrator,169086.08,Married,676,"Home Loan, Credit Card",Retirement
29a41c68-6bf2-4e62-b6c8-53642ccc935f,Kelly Wagner,37,Male,Clinical embryologist,118156.45,Married,775,,Education
dc58b206-6654-4244-92e1-d642ac0c5528,Maria Sherman,19,Female,Multimedia specialist,166711.91,Married,846,"Credit Card, Education Loan, Home Loan",Travel
238fdb28-087c-44a7-860b-8fdc09c2e391,Donald Booth,62,Female,"Engineer, manufacturing systems",149704.7,Married,654,"Fixed Deposit, Education Loan",Education
527bbd39-2ab2-4ad0-93a6-2073c6cf6462,Mark Dixon,53,Male,"Engineer, broadcasting (operations)",33863.79,Divorced,505,Home Loan,Savings
99f58390-71bd-43a3-ab63-8931c560ef01,William Rogers,32,Male,Outdoor activities/education manager,114996.56,Married,541,"Savings Account, Credit Card, Fixed Deposit",Travel
34a37ef9-275b-4f58-8059-cd72db723fbf,Julie Miller,50,Male,Information systems manager,91596.94,Married,498,"Home Loan, Fixed Deposit, Savings Account",Home Ownership
bf402923-3ade-4d67-bd93-1d197c35b364,Brooke Combs,21,Female,Glass blower/designer,24582.91,Married,629,"Education Loan, Home Loan, Credit Card",Retirement
77bec873-7673-4837-82aa-2552b6c80232,Thomas Allen,53,Male,Mining engineer,30630.25,Divorced,630,Home Loan,Education
808905d8-4a63-4dc5-8d61-a428cbe72d7c,Dustin Hardin,28,Female,Dispensing optician,68109.44,Divorced,632,,Retirement
499a50c1-7106-4ad0-b27f-7a263a40e59f,Renee Newman,25,Female,Chartered legal executive (England and Wales),22295.01,Single,616,"Education Loan, Savings Account, Fixed Deposit",Home Ownership
224fb3cc-46b8-4bf8-9df4-1ceea17e0ded,Wendy Jensen,34,Male,Computer games developer,105533.39,Married,373,Home Loan,Savings
28c5b031-7673-4475-9417-169c486d47ae,Aaron Foster,70,Female,Cytogeneticist,190893.38,Married,445,"Home Loan, Savings Account",Retirement
6ac1d412-9a1a-489f-8e13-72e83398f9aa,Diana Gordon,62,Female,"Journalist, newspaper",96730.57,Divorced,462,"Education Loan, Fixed Deposit",Home Ownership
3fda1942-d61a-4e6c-9ea0-c2ab5d771bb7,Jessica Davis,18,Male,Police officer,151984.56,Divorced,415,"Fixed Deposit, Education Loan, Credit Card",Savings
2fbd67e7-ad72-49cd-9808-f43ac7b3c7c5,Kim Pitts,50,Male,Insurance risk surveyor,51940.62,Divorced,446,"Credit Card, Fixed Deposit, Savings Account",Home Ownership
e060cfbf-69ce-402a-88c3-bc0af9377e96,Alexandra Soto,50,Female,"Designer, television/film set",70239.3,Married,709,"Education Loan, Fixed Deposit, Home Loan",Home Ownership
8f9e5dbf-2e0e-4088-85d7-14968ab923d2,Clinton Barrera,50,Female,"Presenter, broadcasting",195941.48,Divorced,648,"Education Loan, Fixed Deposit, Home Loan",Retirement
7848673e-4ea4-4851-a5b9-28e41f7a12ac,Erik Williams,53,Male,Community arts worker,161344.17,Single,733,,Education
fbe134f1-92ef-44fc-856d-3e087df52f7f,John Jones,44,Female,"Pilot, airline",101814.65,Divorced,438,"Fixed Deposit, Credit Card",Savings
4ece672d-be75-4e81-879f-ee03c93d221b,Scott Moreno,66,Male,Production manager,136163.43,Divorced,626,Education Loan,Savings
4a98becd-e9e1-4ffd-b242-a99c648e179d,Jocelyn Garcia,47,Male,Visual merchandiser,38760.11,Single,565,,Education
9ebabc58-41b5-4d59-b203-616835ef9a38,Bradley Morris,64,Female,Telecommunications researcher,48902.29,Married,510,,Retirement
76335718-862a-4cbe-904d-d1fb916b9e5d,Cheyenne Price,52,Male,Herpetologist,18884.92,Divorced,477,,Travel
eb56ab67-01d3-4cac-9cb3-bdfe09130fc0,David Collins,45,Male,Television camera operator,129841.58,Single,710,,Retirement
7ce14762-b811-4728-bc5b-2289ccbc6334,Ashley Wilson,54,Male,Cytogeneticist,81936.27,Single,733,Home Loan,Retirement
97d44e3c-c070-4469-b743-c7422c21f77a,Rachel Dawson,44,Female,Food technologist,114825.56,Single,427,,Travel
92453b7f-f5b5-4cec-b111-d39261d6040d,Deborah Hawkins,43,Female,"Scientist, forensic",180539.1,Divorced,379,"Education Loan, Credit Card",Education
c57ee4a2-9311-4813-a982-77938056e978,Sandy Palmer,70,Female,Community development worker,28146.44,Married,744,Education Loan,Retirement
f4f73ba2-0c55-40d6-889f-8e91ec0fa546,Russell Cook,70,Female,"Research officer, political party",193272.7,Divorced,728,"Home Loan, Savings Account",Savings
275fc848-61a3-4fed-9711-0923ced70189,Courtney Johnson,63,Male,Insurance broker,114401.96,Divorced,383,,Travel
30fdaddd-6cf8-499d-986c-d6d89eb83eae,Dylan Martin,18,Male,Geographical information systems officer,144451.97,Divorced,795,Education Loan,Education
3426f620-25ad-47b5-9eba-f2fdaf49ea09,Ryan Adkins,51,Female,"Nurse, mental health",101824.88,Married,684,,Home Ownership
0b61628d-faa3-484c-bcdc-c94987b58880,Annette Andrade,58,Female,Company secretary,58204.58,Married,603,"Home Loan, Fixed Deposit, Credit Card",Savings
81b7e9b0-8911-4471-9632-81b48d2289f5,Ryan Calderon,56,Male,"Conservation officer, nature",117945.43,Married,500,,Education
3d03d3ef-d69d-40cf-a544-a46bdcc4ea9f,Veronica Phillips,43,Female,Charity officer,110910.01,Single,595,"Home Loan, Credit Card",Travel
e528645e-d121-456c-b5ea-9fd7fcfb8cc0,Cindy Watson,34,Female,Quality manager,164976.64,Divorced,461,"Home Loan, Credit Card",Savings
0fe8e0ed-6943-49f0-a19e-f16ea6314dab,Tracy Smith,29,Male,Chief Strategy Officer,148624.08,Divorced,348,"Home Loan, Fixed Deposit",Home Ownership
ac370b1f-b50a-4647-b5f2-44195b5b0335,Andrew Short,40,Female,Primary school teacher,31684.94,Divorced,545,Education Loan,Savings
3b9cf18f-05f3-48ac-8c69-305ce54aafc4,Emma Gill,37,Female,"Designer, textile",58937.97,Divorced,696,Fixed Deposit,Savings
88125e06-18f7-4fed-8704-02b7d2785a63,Andrew Houston,43,Male,Tourism officer,195218.28,Divorced,611,"Savings Account, Fixed Deposit",Travel
5fa4efaa-bbe1-4c8c-b095-1bf23a0a2fd2,Rachel Mckinney,55,Female,Product/process development scientist,124528.47,Single,529,,Education
319fd796-25b1-47e7-8e18-ca50fca32857,Mary Owens,64,Male,Chief Financial Officer,183012.43,Divorced,567,"Home Loan, Savings Account",Home Ownership
af97749b-9422-4a16-bc95-42285f7ad926,Adrian Wolfe,30,Male,Actor,85806.62,Single,791,Fixed Deposit,Travel
1049722f-bbac-410b-a3ec-4f13793b4229,Michael Greene,21,Male,Social researcher,177275.02,Divorced,589,,Home Ownership
a0e81e35-5b48-419e-99b2-b9c855254175,Michael Mcdowell,39,Male,"Engineer, electrical",65387.01,Married,560,,Travel
d5332d81-e5b5-4133-94e7-1593b6904381,Michele Hernandez,26,Male,Data processing manager,125021.65,Divorced,426,Credit Card,Travel
9dbbc7ee-cdb1-47f4-a39e-f67fcf18c001,Scott Bradford,68,Male,Publishing rights manager,39911.68,Divorced,382,,Savings
e30f813e-e973-401f-a67b-ada6efd3c29f,Tammie Dyer,39,Female,Patent attorney,190533.77,Divorced,553,"Fixed Deposit, Home Loan",Savings
e5ddacde-031c-4b67-b31d-d9baff63f88a,Raymond Long,67,Male,Environmental health practitioner,134783.34,Single,485,"Education Loan, Savings Account",Savings
be2c5769-9a52-47e0-8006-886a7ecc1f7a,Tonya Jones,42,Female,Financial adviser,187558.81,Married,822,"Credit Card, Home Loan, Savings Account",Retirement
c2ff5d56-1b0f-44e8-a379-e3f5cf9ec1ba,Anna Jackson,65,Male,Retail buyer,63172.82,Divorced,561,Credit Card,Home Ownership
200e840c-1f3b-4e0f-83ee-06e6a9c1a205,Mark Calderon,36,Male,Health service manager,87074.84,Married,842,Fixed Deposit,Education
3dc4e814-5a28-44a8-b6da-4359d070e4b5,Samantha Mack,39,Male,Research scientist (physical sciences),108893.11,Divorced,560,"Credit Card, Savings Account",Travel
d0ac5936-5827-498c-8ac7-1bf949f6bbef,Erik Suarez,26,Female,"Psychologist, forensic",66442.62,Married,380,Education Loan,Retirement
6c01c30c-a5eb-496e-a8a6-3716d78ecc9b,Michelle Stevens,20,Female,"Engineer, drilling",108620.95,Divorced,505,"Education Loan, Credit Card, Home Loan",Travel
a8546370-360c-493f-8b15-261cbca6aa51,Nathan Moreno,50,Male,"Designer, television/film set",134669.46,Divorced,764,"Savings Account, Credit Card, Home Loan",Retirement
fde5821c-9205-4b09-8fc2-b7bbf23610cb,Felicia Bryant,32,Female,Technical author,170710.76,Divorced,508,Education Loan,Home Ownership
3228deb7-dca9-47c0-b6cb-789ebeba5f2f,Michael Gonzalez,36,Male,Exhibition designer,141138.87,Divorced,748,"Home Loan, Education Loan",Home Ownership
b37613fd-ea63-42f4-b0da-d75c5e5cd49f,Robert Ferguson,44,Male,"Programmer, systems",69384.9,Married,616,Fixed Deposit,Travel
1044c94b-2ec3-4d79-9814-1cc48a2e9f05,Misty Hoover,51,Female,Advertising account planner,120700.34,Married,461,,Retirement
b14d28bb-d424-48b1-a707-420dd8a8c338,Tyler Doyle,49,Male,"Geneticist, molecular",127114.8,Married,711,"Home Loan, Credit Card, Fixed Deposit",Education
d588b9ca-eb76-4113-b892-06b5080e230d,Tiffany Brewer,46,Female,Tourism officer,111847.76,Divorced,794,,Retirement
25d67fd2-def1-46f6-b843-a0d1080d0fe8,Carmen Hernandez,63,Female,Environmental education officer,44735.85,Single,378,"Fixed Deposit, Home Loan, Credit Card",Education
d7e32331-b646-4c5c-96d0-3c247df5ed7d,Amanda Mccarthy,54,Female,Hydrologist,69068.83,Single,492,"Home Loan, Education Loan, Credit Card",Travel
2fa01366-9bea-413d-8ae9-21259a0ebabf,Carrie Stephens,54,Male,Personnel officer,23328.28,Married,518,,Savings
8890b79c-d819-457b-ad55-eea75c8d6e52,Zachary Murphy,37,Female,Futures trader,27335.45,Divorced,357,,Home Ownership
a2a695e2-8e86-4e03-802f-1f8f3f042b8d,Carla Warner,50,Female,Control and instrumentation engineer,114396.07,Single,534,"Home Loan, Fixed Deposit",Savings
36a70ce7-1f22-44d5-892c-ee79707bb9cc,Christine Scott,52,Female,Fine artist,56981.02,Divorced,835,"Education Loan, Fixed Deposit, Credit Card",Education
8b440476-fee3-4a33-b9de-721430851cbf,Alicia Garcia,28,Male,"Psychotherapist, dance movement",142460.51,Divorced,746,"Savings Account, Education Loan",Savings
8f7efd1b-3823-422d-8df2-73e92d1638a1,Chad Fernandez,62,Male,Retail merchandiser,79902.71,Single,553,"Savings Account, Credit Card, Home Loan",Travel
c20c38d0-ea5c-45a5-b4f7-95c1fb352d99,Mrs. Kimberly Anderson,51,Male,Press photographer,50410.4,Divorced,661,,Home Ownership
b59d0f05-70c8-4c09-9197-f86bd1f94822,Hayley Church,27,Male,"Scientist, biomedical",120919.72,Single,710,Education Loan,Savings
93efa13f-510a-405e-b513-bd68b062c161,Victoria Ford,37,Male,Barrister's clerk,185015.82,Single,795,Education Loan,Travel
4ca04613-4fec-455b-bab5-4c46ae0a16c8,Jacob Romero,37,Female,"Designer, graphic",157726.3,Single,493,"Credit Card, Education Loan, Fixed Deposit",Education
0225e1ab-7278-4e93-b05d-6a47d1a6a19f,Christopher Matthews,20,Female,Freight forwarder,146722.45,Married,577,"Credit Card, Education Loan, Home Loan",Education
73f77e2f-e4f4-4b47-985b-9a66b54dcdf5,James Flowers,20,Male,"Teacher, adult education",72363.95,Divorced,462,"Fixed Deposit, Education Loan",Savings
f0ddeefa-928a-47d3-976d-8576c9be224d,Michael Morgan,25,Male,Museum/gallery conservator,69715.11,Married,440,Savings Account,Education
8d26979c-f40d-4a59-9ea4-cf9f6090931c,Carmen Guerra,68,Male,"Surveyor, hydrographic",184621.16,Married,485,"Education Loan, Fixed Deposit, Credit Card",Savings
b8b2f3a6-31e4-4560-b87c-cd9fbe8e682c,Mary Shah,22,Female,Seismic interpreter,93440.2,Married,641,,Home Ownership
423d614e-392c-4685-8d32-b5ba2ed8d6e2,Lauren Hernandez,31,Male,"Solicitor, Scotland",148667.54,Married,585,"Savings Account, Credit Card, Fixed Deposit",Travel
95621032-a798-465e-8d37-656a43c026ac,Maria Ellis,54,Female,"Surveyor, building control",86970.83,Married,694,Home Loan,Travel
ba850995-a6d8-4550-94d6-5401a00d456a,John Martinez,44,Female,Manufacturing engineer,97884.17,Divorced,305,"Fixed Deposit, Education Loan, Home Loan",Home Ownership
99c95b6e-975f-4ee1-ad73-be803ad3c116,James Hughes,49,Male,Commercial horticulturist,191123.14,Single,406,"Savings Account, Fixed Deposit",Travel
